Sales_Value,date,product
54000,30/04/2017 00:00,CYLINDER BLOCK
66000,31/05/2017 00:00,CYLINDER BLOCK
66000,30/06/2017 00:00,CYLINDER BLOCK
66000,31/07/2017 00:00,CYLINDER BLOCK
66000,31/08/2017 00:00,CYLINDER BLOCK
78000,30/09/2017 00:00,CYLINDER BLOCK
66000,31/10/2017 00:00,CYLINDER BLOCK
102000,30/11/2017 00:00,CYLINDER BLOCK
90000,31/12/2017 00:00,CYLINDER BLOCK
54000,31/01/2018 00:00,CYLINDER BLOCK
66000,28/02/2018 00:00,CYLINDER BLOCK
66000,31/03/2018 00:00,CYLINDER BLOCK
66000,30/04/2018 00:00,CYLINDER BLOCK
66000,31/05/2018 00:00,CYLINDER BLOCK
78000,30/06/2018 00:00,CYLINDER BLOCK
66000,31/07/2018 00:00,CYLINDER BLOCK
78000,31/08/2018 00:00,CYLINDER BLOCK
78000,30/09/2018 00:00,CYLINDER BLOCK
90000,31/10/2018 00:00,CYLINDER BLOCK
114000,30/11/2018 00:00,CYLINDER BLOCK
102000,31/12/2018 00:00,CYLINDER BLOCK
54000,31/01/2019 00:00,CYLINDER BLOCK
78000,28/02/2019 00:00,CYLINDER BLOCK
66000,31/03/2019 00:00,CYLINDER BLOCK
78000,30/04/2019 00:00,CYLINDER BLOCK
78000,31/05/2019 00:00,CYLINDER BLOCK
90000,30/06/2019 00:00,CYLINDER BLOCK
90000,31/07/2019 00:00,CYLINDER BLOCK
90000,31/08/2019 00:00,CYLINDER BLOCK
90000,30/09/2019 00:00,CYLINDER BLOCK
102000,31/10/2019 00:00,CYLINDER BLOCK
126000,30/11/2019 00:00,CYLINDER BLOCK
138000,31/12/2019 00:00,CYLINDER BLOCK
66000,31/01/2020 00:00,CYLINDER BLOCK
90000,29/02/2020 00:00,CYLINDER BLOCK
78000,31/03/2020 00:00,CYLINDER BLOCK
90000,30/04/2020 00:00,CYLINDER BLOCK
102000,31/05/2020 00:00,CYLINDER BLOCK
114000,30/06/2020 00:00,CYLINDER BLOCK
114000,31/07/2020 00:00,CYLINDER BLOCK
102000,31/08/2020 00:00,CYLINDER BLOCK
126000,30/09/2020 00:00,CYLINDER BLOCK
114000,31/10/2020 00:00,CYLINDER BLOCK
126000,30/11/2020 00:00,CYLINDER BLOCK
150000,31/12/2020 00:00,CYLINDER BLOCK
78000,31/01/2021 00:00,CYLINDER BLOCK
102000,28/02/2021 00:00,CYLINDER BLOCK
102000,31/03/2021 00:00,CYLINDER BLOCK
114000,30/04/2021 00:00,CYLINDER BLOCK
102000,31/05/2021 00:00,CYLINDER BLOCK
114000,30/06/2021 00:00,CYLINDER BLOCK
126000,31/07/2021 00:00,CYLINDER BLOCK
114000,31/08/2021 00:00,CYLINDER BLOCK
138000,30/09/2021 00:00,CYLINDER BLOCK
150000,31/10/2021 00:00,CYLINDER BLOCK
138000,30/11/2021 00:00,CYLINDER BLOCK
174000,31/12/2021 00:00,CYLINDER BLOCK
90000,31/01/2022 00:00,CYLINDER BLOCK
102000,28/02/2022 00:00,CYLINDER BLOCK
114000,31/03/2022 00:00,CYLINDER BLOCK
126000,30/04/2022 00:00,CYLINDER BLOCK
114000,31/05/2022 00:00,CYLINDER BLOCK
138000,30/06/2022 00:00,CYLINDER BLOCK
126000,31/07/2022 00:00,CYLINDER BLOCK
138000,31/08/2022 00:00,CYLINDER BLOCK
150000,30/09/2022 00:00,CYLINDER BLOCK
138000,31/10/2022 00:00,CYLINDER BLOCK
162000,30/11/2022 00:00,CYLINDER BLOCK
186000,31/12/2022 00:00,CYLINDER BLOCK
102000,31/01/2023 00:00,CYLINDER BLOCK
114000,28/02/2023 00:00,CYLINDER BLOCK
114000,31/03/2023 00:00,CYLINDER BLOCK
138000,30/04/2023 00:00,CYLINDER BLOCK
126000,31/05/2023 00:00,CYLINDER BLOCK
138000,30/06/2023 00:00,CYLINDER BLOCK
138000,31/07/2023 00:00,CYLINDER BLOCK
138000,31/08/2023 00:00,CYLINDER BLOCK
162000,30/09/2023 00:00,CYLINDER BLOCK
150000,31/10/2023 00:00,CYLINDER BLOCK
186000,30/11/2023 00:00,CYLINDER BLOCK
3250,30/06/2011 00:00,GEAR WHEEL
1950,31/07/2011 00:00,GEAR WHEEL
1950,31/08/2011 00:00,GEAR WHEEL
3250,30/09/2011 00:00,GEAR WHEEL
3250,31/10/2011 00:00,GEAR WHEEL
3250,30/11/2011 00:00,GEAR WHEEL
4550,31/12/2011 00:00,GEAR WHEEL
1950,31/01/2012 00:00,GEAR WHEEL
1950,29/02/2012 00:00,GEAR WHEEL
1950,31/03/2012 00:00,GEAR WHEEL
1950,30/04/2012 00:00,GEAR WHEEL
1950,31/05/2012 00:00,GEAR WHEEL
3250,30/06/2012 00:00,GEAR WHEEL
3250,31/07/2012 00:00,GEAR WHEEL
3250,31/08/2012 00:00,GEAR WHEEL
3250,30/09/2012 00:00,GEAR WHEEL
3250,31/10/2012 00:00,GEAR WHEEL
5850,30/11/2012 00:00,GEAR WHEEL
5850,31/12/2012 00:00,GEAR WHEEL
1950,31/01/2013 00:00,GEAR WHEEL
3250,28/02/2013 00:00,GEAR WHEEL
3250,31/03/2013 00:00,GEAR WHEEL
3250,30/04/2013 00:00,GEAR WHEEL
3250,31/05/2013 00:00,GEAR WHEEL
3250,30/06/2013 00:00,GEAR WHEEL
4550,31/07/2013 00:00,GEAR WHEEL
4550,31/08/2013 00:00,GEAR WHEEL
4550,30/09/2013 00:00,GEAR WHEEL
4550,31/10/2013 00:00,GEAR WHEEL
7150,30/11/2013 00:00,GEAR WHEEL
7150,31/12/2013 00:00,GEAR WHEEL
3250,31/01/2014 00:00,GEAR WHEEL
3250,28/02/2014 00:00,GEAR WHEEL
3250,31/03/2014 00:00,GEAR WHEEL
4550,30/04/2014 00:00,GEAR WHEEL
4550,31/05/2014 00:00,GEAR WHEEL
4550,30/06/2014 00:00,GEAR WHEEL
4550,31/07/2014 00:00,GEAR WHEEL
4550,31/08/2014 00:00,GEAR WHEEL
4550,30/09/2014 00:00,GEAR WHEEL
5850,31/10/2014 00:00,GEAR WHEEL
5850,30/11/2014 00:00,GEAR WHEEL
7150,31/12/2014 00:00,GEAR WHEEL
3250,31/01/2015 00:00,GEAR WHEEL
4550,28/02/2015 00:00,GEAR WHEEL
4550,31/03/2015 00:00,GEAR WHEEL
4550,30/04/2015 00:00,GEAR WHEEL
4550,31/05/2015 00:00,GEAR WHEEL
4550,30/06/2015 00:00,GEAR WHEEL
5850,31/07/2015 00:00,GEAR WHEEL
4550,31/08/2015 00:00,GEAR WHEEL
5850,30/09/2015 00:00,GEAR WHEEL
5850,31/10/2015 00:00,GEAR WHEEL
7150,30/11/2015 00:00,GEAR WHEEL
8450,31/12/2015 00:00,GEAR WHEEL
4550,31/01/2016 00:00,GEAR WHEEL
4550,29/02/2016 00:00,GEAR WHEEL
5850,31/03/2016 00:00,GEAR WHEEL
5850,30/04/2016 00:00,GEAR WHEEL
5850,31/05/2016 00:00,GEAR WHEEL
5850,30/06/2016 00:00,GEAR WHEEL
5850,31/07/2016 00:00,GEAR WHEEL
5850,31/08/2016 00:00,GEAR WHEEL
7150,30/09/2016 00:00,GEAR WHEEL
7150,31/10/2016 00:00,GEAR WHEEL
9750,30/11/2016 00:00,GEAR WHEEL
9750,31/12/2016 00:00,GEAR WHEEL
4550,31/01/2017 00:00,GEAR WHEEL
5850,28/02/2017 00:00,GEAR WHEEL
5850,31/03/2017 00:00,GEAR WHEEL
5850,30/04/2017 00:00,GEAR WHEEL
7150,31/05/2017 00:00,GEAR WHEEL
7150,30/06/2017 00:00,GEAR WHEEL
7150,31/07/2017 00:00,GEAR WHEEL
7150,31/08/2017 00:00,GEAR WHEEL
8450,30/09/2017 00:00,GEAR WHEEL
7150,31/10/2017 00:00,GEAR WHEEL
11050,30/11/2017 00:00,GEAR WHEEL
9750,31/12/2017 00:00,GEAR WHEEL
5850,31/01/2018 00:00,GEAR WHEEL
7150,28/02/2018 00:00,GEAR WHEEL
7150,31/03/2018 00:00,GEAR WHEEL
7150,30/04/2018 00:00,GEAR WHEEL
7150,31/05/2018 00:00,GEAR WHEEL
8450,30/06/2018 00:00,GEAR WHEEL
7150,31/07/2018 00:00,GEAR WHEEL
8450,31/08/2018 00:00,GEAR WHEEL
8450,30/09/2018 00:00,GEAR WHEEL
9750,31/10/2018 00:00,GEAR WHEEL
12350,30/11/2018 00:00,GEAR WHEEL
11050,31/12/2018 00:00,GEAR WHEEL
5850,31/01/2019 00:00,GEAR WHEEL
8450,28/02/2019 00:00,GEAR WHEEL
7150,31/03/2019 00:00,GEAR WHEEL
8450,30/04/2019 00:00,GEAR WHEEL
8450,31/05/2019 00:00,GEAR WHEEL
9750,30/06/2019 00:00,GEAR WHEEL
9750,31/07/2019 00:00,GEAR WHEEL
9750,31/08/2019 00:00,GEAR WHEEL
9750,30/09/2019 00:00,GEAR WHEEL
11050,31/10/2019 00:00,GEAR WHEEL
13650,30/11/2019 00:00,GEAR WHEEL
14950,31/12/2019 00:00,GEAR WHEEL
7150,31/01/2020 00:00,GEAR WHEEL
9750,29/02/2020 00:00,GEAR WHEEL
8450,31/03/2020 00:00,GEAR WHEEL
9750,30/04/2020 00:00,GEAR WHEEL
11050,31/05/2020 00:00,GEAR WHEEL
12350,30/06/2020 00:00,GEAR WHEEL
12350,31/07/2020 00:00,GEAR WHEEL
11050,31/08/2020 00:00,GEAR WHEEL
13650,30/09/2020 00:00,GEAR WHEEL
12350,31/10/2020 00:00,GEAR WHEEL
13650,30/11/2020 00:00,GEAR WHEEL
16250,31/12/2020 00:00,GEAR WHEEL
8450,31/01/2021 00:00,GEAR WHEEL
11050,28/02/2021 00:00,GEAR WHEEL
11050,31/03/2021 00:00,GEAR WHEEL
12350,30/04/2021 00:00,GEAR WHEEL
11050,31/05/2021 00:00,GEAR WHEEL
12350,30/06/2021 00:00,GEAR WHEEL
13650,31/07/2021 00:00,GEAR WHEEL
12350,31/08/2021 00:00,GEAR WHEEL
14950,30/09/2021 00:00,GEAR WHEEL
16250,31/10/2021 00:00,GEAR WHEEL
14950,30/11/2021 00:00,GEAR WHEEL
18850,31/12/2021 00:00,GEAR WHEEL
9750,31/01/2022 00:00,GEAR WHEEL
11050,28/02/2022 00:00,GEAR WHEEL
12350,31/03/2022 00:00,GEAR WHEEL
13650,30/04/2022 00:00,GEAR WHEEL
12350,31/05/2022 00:00,GEAR WHEEL
14950,30/06/2022 00:00,GEAR WHEEL
13650,31/07/2022 00:00,GEAR WHEEL
14950,31/08/2022 00:00,GEAR WHEEL
16250,30/09/2022 00:00,GEAR WHEEL
14950,31/10/2022 00:00,GEAR WHEEL
17550,30/11/2022 00:00,GEAR WHEEL
20150,31/12/2022 00:00,GEAR WHEEL
11050,31/01/2023 00:00,GEAR WHEEL
12350,28/02/2023 00:00,GEAR WHEEL
12350,31/03/2023 00:00,GEAR WHEEL
14950,30/04/2023 00:00,GEAR WHEEL
13650,31/05/2023 00:00,GEAR WHEEL
14950,30/06/2023 00:00,GEAR WHEEL
14950,31/07/2023 00:00,GEAR WHEEL
14950,31/08/2023 00:00,GEAR WHEEL
17550,30/09/2023 00:00,GEAR WHEEL
16250,31/10/2023 00:00,GEAR WHEEL
20150,30/11/2023 00:00,GEAR WHEEL
37500,30/06/2011 00:00,EXHAUST PIPE
22500,31/07/2011 00:00,EXHAUST PIPE
22500,31/08/2011 00:00,EXHAUST PIPE
37500,30/09/2011 00:00,EXHAUST PIPE
37500,31/10/2011 00:00,EXHAUST PIPE
37500,30/11/2011 00:00,EXHAUST PIPE
52500,31/12/2011 00:00,EXHAUST PIPE
22500,31/01/2012 00:00,EXHAUST PIPE
22500,29/02/2012 00:00,EXHAUST PIPE
22500,31/03/2012 00:00,EXHAUST PIPE
22500,30/04/2012 00:00,EXHAUST PIPE
22500,31/05/2012 00:00,EXHAUST PIPE
37500,30/06/2012 00:00,EXHAUST PIPE
37500,31/07/2012 00:00,EXHAUST PIPE
37500,31/08/2012 00:00,EXHAUST PIPE
37500,30/09/2012 00:00,EXHAUST PIPE
37500,31/10/2012 00:00,EXHAUST PIPE
67500,30/11/2012 00:00,EXHAUST PIPE
67500,31/12/2012 00:00,EXHAUST PIPE
22500,31/01/2013 00:00,EXHAUST PIPE
37500,28/02/2013 00:00,EXHAUST PIPE
37500,31/03/2013 00:00,EXHAUST PIPE
37500,30/04/2013 00:00,EXHAUST PIPE
37500,31/05/2013 00:00,EXHAUST PIPE
37500,30/06/2013 00:00,EXHAUST PIPE
52500,31/07/2013 00:00,EXHAUST PIPE
52500,31/08/2013 00:00,EXHAUST PIPE
52500,30/09/2013 00:00,EXHAUST PIPE
52500,31/10/2013 00:00,EXHAUST PIPE
82500,30/11/2013 00:00,EXHAUST PIPE
82500,31/12/2013 00:00,EXHAUST PIPE
37500,31/01/2014 00:00,EXHAUST PIPE
37500,28/02/2014 00:00,EXHAUST PIPE
37500,31/03/2014 00:00,EXHAUST PIPE
52500,30/04/2014 00:00,EXHAUST PIPE
52500,31/05/2014 00:00,EXHAUST PIPE
52500,30/06/2014 00:00,EXHAUST PIPE
52500,31/07/2014 00:00,EXHAUST PIPE
52500,31/08/2014 00:00,EXHAUST PIPE
52500,30/09/2014 00:00,EXHAUST PIPE
67500,31/10/2014 00:00,EXHAUST PIPE
67500,30/11/2014 00:00,EXHAUST PIPE
82500,31/12/2014 00:00,EXHAUST PIPE
37500,31/01/2015 00:00,EXHAUST PIPE
52500,28/02/2015 00:00,EXHAUST PIPE
52500,31/03/2015 00:00,EXHAUST PIPE
52500,30/04/2015 00:00,EXHAUST PIPE
52500,31/05/2015 00:00,EXHAUST PIPE
52500,30/06/2015 00:00,EXHAUST PIPE
67500,31/07/2015 00:00,EXHAUST PIPE
52500,31/08/2015 00:00,EXHAUST PIPE
67500,30/09/2015 00:00,EXHAUST PIPE
67500,31/10/2015 00:00,EXHAUST PIPE
82500,30/11/2015 00:00,EXHAUST PIPE
97500,31/12/2015 00:00,EXHAUST PIPE
52500,31/01/2016 00:00,EXHAUST PIPE
52500,29/02/2016 00:00,EXHAUST PIPE
67500,31/03/2016 00:00,EXHAUST PIPE
67500,30/04/2016 00:00,EXHAUST PIPE
67500,31/05/2016 00:00,EXHAUST PIPE
67500,30/06/2016 00:00,EXHAUST PIPE
67500,31/07/2016 00:00,EXHAUST PIPE
67500,31/08/2016 00:00,EXHAUST PIPE
82500,30/09/2016 00:00,EXHAUST PIPE
82500,31/10/2016 00:00,EXHAUST PIPE
112500,30/11/2016 00:00,EXHAUST PIPE
112500,31/12/2016 00:00,EXHAUST PIPE
52500,31/01/2017 00:00,EXHAUST PIPE
67500,28/02/2017 00:00,EXHAUST PIPE
67500,31/03/2017 00:00,EXHAUST PIPE
67500,30/04/2017 00:00,EXHAUST PIPE
82500,31/05/2017 00:00,EXHAUST PIPE
82500,30/06/2017 00:00,EXHAUST PIPE
82500,31/07/2017 00:00,EXHAUST PIPE
82500,31/08/2017 00:00,EXHAUST PIPE
97500,30/09/2017 00:00,EXHAUST PIPE
82500,31/10/2017 00:00,EXHAUST PIPE
127500,30/11/2017 00:00,EXHAUST PIPE
112500,31/12/2017 00:00,EXHAUST PIPE
67500,31/01/2018 00:00,EXHAUST PIPE
82500,28/02/2018 00:00,EXHAUST PIPE
82500,31/03/2018 00:00,EXHAUST PIPE
82500,30/04/2018 00:00,EXHAUST PIPE
82500,31/05/2018 00:00,EXHAUST PIPE
97500,30/06/2018 00:00,EXHAUST PIPE
82500,31/07/2018 00:00,EXHAUST PIPE
97500,31/08/2018 00:00,EXHAUST PIPE
97500,30/09/2018 00:00,EXHAUST PIPE
112500,31/10/2018 00:00,EXHAUST PIPE
142500,30/11/2018 00:00,EXHAUST PIPE
127500,31/12/2018 00:00,EXHAUST PIPE
67500,31/01/2019 00:00,EXHAUST PIPE
97500,28/02/2019 00:00,EXHAUST PIPE
82500,31/03/2019 00:00,EXHAUST PIPE
97500,30/04/2019 00:00,EXHAUST PIPE
97500,31/05/2019 00:00,EXHAUST PIPE
112500,30/06/2019 00:00,EXHAUST PIPE
112500,31/07/2019 00:00,EXHAUST PIPE
112500,31/08/2019 00:00,EXHAUST PIPE
112500,30/09/2019 00:00,EXHAUST PIPE
127500,31/10/2019 00:00,EXHAUST PIPE
157500,30/11/2019 00:00,EXHAUST PIPE
172500,31/12/2019 00:00,EXHAUST PIPE
82500,31/01/2020 00:00,EXHAUST PIPE
112500,29/02/2020 00:00,EXHAUST PIPE
97500,31/03/2020 00:00,EXHAUST PIPE
112500,30/04/2020 00:00,EXHAUST PIPE
127500,31/05/2020 00:00,EXHAUST PIPE
142500,30/06/2020 00:00,EXHAUST PIPE
142500,31/07/2020 00:00,EXHAUST PIPE
127500,31/08/2020 00:00,EXHAUST PIPE
157500,30/09/2020 00:00,EXHAUST PIPE
142500,31/10/2020 00:00,EXHAUST PIPE
157500,30/11/2020 00:00,EXHAUST PIPE
187500,31/12/2020 00:00,EXHAUST PIPE
97500,31/01/2021 00:00,EXHAUST PIPE
127500,28/02/2021 00:00,EXHAUST PIPE
127500,31/03/2021 00:00,EXHAUST PIPE
142500,30/04/2021 00:00,EXHAUST PIPE
127500,31/05/2021 00:00,EXHAUST PIPE
142500,30/06/2021 00:00,EXHAUST PIPE
157500,31/07/2021 00:00,EXHAUST PIPE
142500,31/08/2021 00:00,EXHAUST PIPE
172500,30/09/2021 00:00,EXHAUST PIPE
187500,31/10/2021 00:00,EXHAUST PIPE
172500,30/11/2021 00:00,EXHAUST PIPE
217500,31/12/2021 00:00,EXHAUST PIPE
112500,31/01/2022 00:00,EXHAUST PIPE
127500,28/02/2022 00:00,EXHAUST PIPE
142500,31/03/2022 00:00,EXHAUST PIPE
157500,30/04/2022 00:00,EXHAUST PIPE
142500,31/05/2022 00:00,EXHAUST PIPE
172500,30/06/2022 00:00,EXHAUST PIPE
157500,31/07/2022 00:00,EXHAUST PIPE
172500,31/08/2022 00:00,EXHAUST PIPE
187500,30/09/2022 00:00,EXHAUST PIPE
172500,31/10/2022 00:00,EXHAUST PIPE
202500,30/11/2022 00:00,EXHAUST PIPE
232500,31/12/2022 00:00,EXHAUST PIPE
127500,31/01/2023 00:00,EXHAUST PIPE
142500,28/02/2023 00:00,EXHAUST PIPE
142500,31/03/2023 00:00,EXHAUST PIPE
172500,30/04/2023 00:00,EXHAUST PIPE
157500,31/05/2023 00:00,EXHAUST PIPE
172500,30/06/2023 00:00,EXHAUST PIPE
172500,31/07/2023 00:00,EXHAUST PIPE
172500,31/08/2023 00:00,EXHAUST PIPE
202500,30/09/2023 00:00,EXHAUST PIPE
187500,31/10/2023 00:00,EXHAUST PIPE
232500,30/11/2023 00:00,EXHAUST PIPE
1250,30/06/2011 00:00,ECCENRIC SHAFT
750,31/07/2011 00:00,ECCENRIC SHAFT
750,31/08/2011 00:00,ECCENRIC SHAFT
1250,30/09/2011 00:00,ECCENRIC SHAFT
1250,31/10/2011 00:00,ECCENRIC SHAFT
1250,30/11/2011 00:00,ECCENRIC SHAFT
1750,31/12/2011 00:00,ECCENRIC SHAFT
750,31/01/2012 00:00,ECCENRIC SHAFT
750,29/02/2012 00:00,ECCENRIC SHAFT
750,31/03/2012 00:00,ECCENRIC SHAFT
750,30/04/2012 00:00,ECCENRIC SHAFT
750,31/05/2012 00:00,ECCENRIC SHAFT
1250,30/06/2012 00:00,ECCENRIC SHAFT
1250,31/07/2012 00:00,ECCENRIC SHAFT
1250,31/08/2012 00:00,ECCENRIC SHAFT
1250,30/09/2012 00:00,ECCENRIC SHAFT
1250,31/10/2012 00:00,ECCENRIC SHAFT
2250,30/11/2012 00:00,ECCENRIC SHAFT
2250,31/12/2012 00:00,ECCENRIC SHAFT
750,31/01/2013 00:00,ECCENRIC SHAFT
1250,28/02/2013 00:00,ECCENRIC SHAFT
1250,31/03/2013 00:00,ECCENRIC SHAFT
1250,30/04/2013 00:00,ECCENRIC SHAFT
1250,31/05/2013 00:00,ECCENRIC SHAFT
1250,30/06/2013 00:00,ECCENRIC SHAFT
1750,31/07/2013 00:00,ECCENRIC SHAFT
1750,31/08/2013 00:00,ECCENRIC SHAFT
1750,30/09/2013 00:00,ECCENRIC SHAFT
1750,31/10/2013 00:00,ECCENRIC SHAFT
2750,30/11/2013 00:00,ECCENRIC SHAFT
2750,31/12/2013 00:00,ECCENRIC SHAFT
1250,31/01/2014 00:00,ECCENRIC SHAFT
1250,28/02/2014 00:00,ECCENRIC SHAFT
1250,31/03/2014 00:00,ECCENRIC SHAFT
1750,30/04/2014 00:00,ECCENRIC SHAFT
1750,31/05/2014 00:00,ECCENRIC SHAFT
1750,30/06/2014 00:00,ECCENRIC SHAFT
1750,31/07/2014 00:00,ECCENRIC SHAFT
1750,31/08/2014 00:00,ECCENRIC SHAFT
1750,30/09/2014 00:00,ECCENRIC SHAFT
2250,31/10/2014 00:00,ECCENRIC SHAFT
2250,30/11/2014 00:00,ECCENRIC SHAFT
2750,31/12/2014 00:00,ECCENRIC SHAFT
1250,31/01/2015 00:00,ECCENRIC SHAFT
1750,28/02/2015 00:00,ECCENRIC SHAFT
1750,31/03/2015 00:00,ECCENRIC SHAFT
1750,30/04/2015 00:00,ECCENRIC SHAFT
1750,31/05/2015 00:00,ECCENRIC SHAFT
1750,30/06/2015 00:00,ECCENRIC SHAFT
2250,31/07/2015 00:00,ECCENRIC SHAFT
1750,31/08/2015 00:00,ECCENRIC SHAFT
2250,30/09/2015 00:00,ECCENRIC SHAFT
2250,31/10/2015 00:00,ECCENRIC SHAFT
2750,30/11/2015 00:00,ECCENRIC SHAFT
3250,31/12/2015 00:00,ECCENRIC SHAFT
1750,31/01/2016 00:00,ECCENRIC SHAFT
1750,29/02/2016 00:00,ECCENRIC SHAFT
2250,31/03/2016 00:00,ECCENRIC SHAFT
2250,30/04/2016 00:00,ECCENRIC SHAFT
2250,31/05/2016 00:00,ECCENRIC SHAFT
2250,30/06/2016 00:00,ECCENRIC SHAFT
2250,31/07/2016 00:00,ECCENRIC SHAFT
2250,31/08/2016 00:00,ECCENRIC SHAFT
2750,30/09/2016 00:00,ECCENRIC SHAFT
2750,31/10/2016 00:00,ECCENRIC SHAFT
3750,30/11/2016 00:00,ECCENRIC SHAFT
3750,31/12/2016 00:00,ECCENRIC SHAFT
1750,31/01/2017 00:00,ECCENRIC SHAFT
2250,28/02/2017 00:00,ECCENRIC SHAFT
2250,31/03/2017 00:00,ECCENRIC SHAFT
2250,30/04/2017 00:00,ECCENRIC SHAFT
2750,31/05/2017 00:00,ECCENRIC SHAFT
2750,30/06/2017 00:00,ECCENRIC SHAFT
2750,31/07/2017 00:00,ECCENRIC SHAFT
2750,31/08/2017 00:00,ECCENRIC SHAFT
3250,30/09/2017 00:00,ECCENRIC SHAFT
2750,31/10/2017 00:00,ECCENRIC SHAFT
4250,30/11/2017 00:00,ECCENRIC SHAFT
3750,31/12/2017 00:00,ECCENRIC SHAFT
2250,31/01/2018 00:00,ECCENRIC SHAFT
2750,28/02/2018 00:00,ECCENRIC SHAFT
2750,31/03/2018 00:00,ECCENRIC SHAFT
2750,30/04/2018 00:00,ECCENRIC SHAFT
2750,31/05/2018 00:00,ECCENRIC SHAFT
3250,30/06/2018 00:00,ECCENRIC SHAFT
2750,31/07/2018 00:00,ECCENRIC SHAFT
3250,31/08/2018 00:00,ECCENRIC SHAFT
3250,30/09/2018 00:00,ECCENRIC SHAFT
3750,31/10/2018 00:00,ECCENRIC SHAFT
4750,30/11/2018 00:00,ECCENRIC SHAFT
4250,31/12/2018 00:00,ECCENRIC SHAFT
2250,31/01/2019 00:00,ECCENRIC SHAFT
3250,28/02/2019 00:00,ECCENRIC SHAFT
2750,31/03/2019 00:00,ECCENRIC SHAFT
3250,30/04/2019 00:00,ECCENRIC SHAFT
3250,31/05/2019 00:00,ECCENRIC SHAFT
3750,30/06/2019 00:00,ECCENRIC SHAFT
3750,31/07/2019 00:00,ECCENRIC SHAFT
3750,31/08/2019 00:00,ECCENRIC SHAFT
3750,30/09/2019 00:00,ECCENRIC SHAFT
4250,31/10/2019 00:00,ECCENRIC SHAFT
5250,30/11/2019 00:00,ECCENRIC SHAFT
5750,31/12/2019 00:00,ECCENRIC SHAFT
2750,31/01/2020 00:00,ECCENRIC SHAFT
3750,29/02/2020 00:00,ECCENRIC SHAFT
3250,31/03/2020 00:00,ECCENRIC SHAFT
3750,30/04/2020 00:00,ECCENRIC SHAFT
4250,31/05/2020 00:00,ECCENRIC SHAFT
4750,30/06/2020 00:00,ECCENRIC SHAFT
4750,31/07/2020 00:00,ECCENRIC SHAFT
4250,31/08/2020 00:00,ECCENRIC SHAFT
5250,30/09/2020 00:00,ECCENRIC SHAFT
4750,31/10/2020 00:00,ECCENRIC SHAFT
5250,30/11/2020 00:00,ECCENRIC SHAFT
6250,31/12/2020 00:00,ECCENRIC SHAFT
3250,31/01/2021 00:00,ECCENRIC SHAFT
4250,28/02/2021 00:00,ECCENRIC SHAFT
4250,31/03/2021 00:00,ECCENRIC SHAFT
4750,30/04/2021 00:00,ECCENRIC SHAFT
4250,31/05/2021 00:00,ECCENRIC SHAFT
4750,30/06/2021 00:00,ECCENRIC SHAFT
5250,31/07/2021 00:00,ECCENRIC SHAFT
4750,31/08/2021 00:00,ECCENRIC SHAFT
5750,30/09/2021 00:00,ECCENRIC SHAFT
6250,31/10/2021 00:00,ECCENRIC SHAFT
5750,30/11/2021 00:00,ECCENRIC SHAFT
7250,31/12/2021 00:00,ECCENRIC SHAFT
3750,31/01/2022 00:00,ECCENRIC SHAFT
4250,28/02/2022 00:00,ECCENRIC SHAFT
4750,31/03/2022 00:00,ECCENRIC SHAFT
5250,30/04/2022 00:00,ECCENRIC SHAFT
4750,31/05/2022 00:00,ECCENRIC SHAFT
5750,30/06/2022 00:00,ECCENRIC SHAFT
5250,31/07/2022 00:00,ECCENRIC SHAFT
5750,31/08/2022 00:00,ECCENRIC SHAFT
6250,30/09/2022 00:00,ECCENRIC SHAFT
5750,31/10/2022 00:00,ECCENRIC SHAFT
6750,30/11/2022 00:00,ECCENRIC SHAFT
7750,31/12/2022 00:00,ECCENRIC SHAFT
4250,31/01/2023 00:00,ECCENRIC SHAFT
4750,28/02/2023 00:00,ECCENRIC SHAFT
4750,31/03/2023 00:00,ECCENRIC SHAFT
5750,30/04/2023 00:00,ECCENRIC SHAFT
5250,31/05/2023 00:00,ECCENRIC SHAFT
5750,30/06/2023 00:00,ECCENRIC SHAFT
5750,31/07/2023 00:00,ECCENRIC SHAFT
5750,31/08/2023 00:00,ECCENRIC SHAFT
6750,30/09/2023 00:00,ECCENRIC SHAFT
6250,31/10/2023 00:00,ECCENRIC SHAFT
7750,30/11/2023 00:00,ECCENRIC SHAFT
4750,30/06/2011 00:00,OPRATOR PROTECTOR
2850,31/07/2011 00:00,OPRATOR PROTECTOR
2850,31/08/2011 00:00,OPRATOR PROTECTOR
4750,30/09/2011 00:00,OPRATOR PROTECTOR
4750,31/10/2011 00:00,OPRATOR PROTECTOR
4750,30/11/2011 00:00,OPRATOR PROTECTOR
6650,31/12/2011 00:00,OPRATOR PROTECTOR
2850,31/01/2012 00:00,OPRATOR PROTECTOR
2850,29/02/2012 00:00,OPRATOR PROTECTOR
2850,31/03/2012 00:00,OPRATOR PROTECTOR
2850,30/04/2012 00:00,OPRATOR PROTECTOR
2850,31/05/2012 00:00,OPRATOR PROTECTOR
4750,30/06/2012 00:00,OPRATOR PROTECTOR
4750,31/07/2012 00:00,OPRATOR PROTECTOR
4750,31/08/2012 00:00,OPRATOR PROTECTOR
4750,30/09/2012 00:00,OPRATOR PROTECTOR
4750,31/10/2012 00:00,OPRATOR PROTECTOR
8550,30/11/2012 00:00,OPRATOR PROTECTOR
